Customer_ID,Signup_Date,Plan,Monthly_Charge,Tenure_Months,Payment_Method,Support_Calls,Login_Frequency,Churned,Churn_Reason
412,2023-03-04,Standard,19.99,15,PayPal,2,11,0,
413,2023-06-23,Standard,19.99,25,Bank Transfer,10,27,0,
414,2023-05-07,Standard,19.99,34,Bank Transfer,4,0,0,
415,2023-08-17,Standard,19.99,26,Mobile Money,5,20,0,
416,2024-04-26,Basic,9.99,25,Bank Transfer,9,11,1,No longer needed
417,2023-11-02,Standard,19.99,21,Bank Transfer,6,28,1,Found better alternative
418,2023-10-26,Standard,19.99,18,PayPal,10,11,1,Price too high
419,2024-03-18,Basic,9.99,15,Credit Card,9,12,1,No longer needed
420,2023-08-10,Standard,19.99,30,Bank Transfer,5,4,0,
421,2023-09-08,Standard,19.99,16,PayPal,0,19,0,
422,2024-03-03,Standard,19.99,9,PayPal,9,16,1,Poor service
423,2023-11-26,Premium,39.99,35,Bank Transfer,10,9,0,
424,2023-10-22,Basic,9.99,1,Credit Card,10,10,0,
425,2024-04-15,Premium,39.99,13,Mobile Money,6,6,0,
426,2023-06-19,Standard,19.99,22,Credit Card,8,2,0,
427,2023-02-26,Premium,39.99,28,PayPal,9,24,0,
428,2023-05-19,Standard,19.99,7,Credit Card,5,24,0,
429,2023-10-07,Basic,9.99,12,Bank Transfer,2,25,0,
430,2023-12-19,Premium,39.99,26,Mobile Money,9,4,0,
431,2023-11-10,Premium,39.99,8,PayPal,8,30,0,
432,2023-11-06,Premium,39.99,32,PayPal,4,18,0,
433,2023-01-10,Standard,19.99,30,Mobile Money,0,6,0,
434,2023-01-24,Standard,19.99,36,PayPal,7,18,0,
435,2023-10-11,Standard,19.99,32,Bank Transfer,3,5,0,
436,2023-02-23,Basic,9.99,16,Credit Card,5,19,0,
437,2023-03-19,Standard,19.99,8,Credit Card,9,16,1,Found better alternative
438,2024-05-07,Standard,19.99,10,PayPal,8,9,0,
439,2023-10-23,Standard,19.99,32,Credit Card,6,20,0,
440,2023-01-05,Premium,39.99,11,Mobile Money,4,0,1,No longer needed
441,2024-04-18,Basic,9.99,18,Bank Transfer,2,14,0,
442,2023-10-01,Basic,9.99,25,PayPal,0,24,0,
443,2023-12-04,Premium,39.99,3,PayPal,4,23,0,
444,2023-02-13,Standard,19.99,21,Credit Card,4,4,1,Found better alternative
445,2024-02-22,Basic,9.99,11,Mobile Money,6,8,1,Poor service
446,2023-11-01,Standard,19.99,11,Mobile Money,6,18,1,Found better alternative
447,2023-07-20,Premium,39.99,14,Credit Card,10,18,0,
448,2023-10-29,Basic,9.99,3,Credit Card,6,23,1,Price too high
449,2023-06-10,Basic,9.99,2,Bank Transfer,0,22,0,
450,2024-02-28,Premium,39.99,29,Credit Card,5,16,0,
451,2023-07-31,Premium,39.99,29,Bank Transfer,5,13,0,
452,2023-11-28,Standard,19.99,8,Credit Card,9,1,1,No longer needed
453,2023-08-19,Basic,9.99,20,Bank Transfer,10,1,1,Poor service
454,2023-04-26,Basic,9.99,33,Bank Transfer,7,11,1,Poor service
455,2023-06-09,Premium,39.99,27,Bank Transfer,5,15,0,
456,2024-05-04,Basic,9.99,35,Mobile Money,3,16,0,
457,2024-03-09,Basic,9.99,11,Mobile Money,6,11,1,Poor service
458,2024-02-07,Premium,39.99,20,Mobile Money,3,27,0,
459,2023-07-29,Premium,39.99,2,PayPal,6,1,1,Poor service
460,2023-11-22,Basic,9.99,28,Mobile Money,8,24,0,
461,2023-08-22,Standard,19.99,17,Mobile Money,0,12,0,
462,2024-03-10,Basic,9.99,29,Mobile Money,0,22,1,Found better alternative
463,2023-10-20,Basic,9.99,21,PayPal,0,6,0,
464,2023-04-20,Basic,9.99,17,PayPal,0,27,0,
465,2023-05-06,Basic,9.99,8,PayPal,7,11,0,
466,2023-10-31,Premium,39.99,8,Bank Transfer,10,2,1,Price too high
467,2023-03-01,Basic,9.99,16,Credit Card,10,22,1,Poor service
468,2023-05-03,Basic,9.99,20,Credit Card,7,16,0,
469,2024-01-11,Basic,9.99,7,Credit Card,4,26,0,
470,2023-05-14,Standard,19.99,6,Credit Card,5,10,0,
471,2023-07-05,Basic,9.99,31,Mobile Money,10,12,1,Found better alternative
472,2023-02-27,Basic,9.99,18,Mobile Money,4,11,0,
473,2023-02-02,Basic,9.99,29,PayPal,2,14,0,
474,2023-12-17,Premium,39.99,24,Credit Card,2,16,0,
475,2023-02-24,Standard,19.99,28,Mobile Money,10,18,0,
476,2023-09-05,Standard,19.99,4,Mobile Money,2,30,0,
477,2024-04-19,Standard,19.99,12,Mobile Money,3,19,0,
478,2023-09-10,Basic,9.99,17,PayPal,7,8,0,
479,2024-01-05,Premium,39.99,5,PayPal,6,29,0,
480,2023-12-20,Premium,39.99,36,Credit Card,9,17,0,
481,2023-06-26,Standard,19.99,10,PayPal,2,1,0,
482,2023-03-11,Standard,19.99,18,Bank Transfer,2,19,0,
483,2023-09-24,Standard,19.99,25,Bank Transfer,9,6,0,
484,2023-05-16,Basic,9.99,2,PayPal,1,23,0,
485,2023-06-12,Premium,39.99,21,Bank Transfer,4,8,0,
486,2023-02-24,Standard,19.99,7,PayPal,1,25,0,
487,2023-05-16,Premium,39.99,24,Mobile Money,3,24,0,
488,2023-06-08,Premium,39.99,21,Bank Transfer,9,29,0,
489,2024-01-01,Basic,9.99,21,Mobile Money,4,20,0,
490,2023-05-16,Basic,9.99,17,Mobile Money,3,13,1,Found better alternative
491,2023-10-16,Standard,19.99,14,Mobile Money,4,9,0,
492,2023-01-18,Premium,39.99,13,PayPal,7,26,1,No longer needed
493,2023-06-26,Basic,9.99,34,Mobile Money,9,4,1,Found better alternative
494,2024-04-08,Standard,19.99,10,PayPal,10,15,1,Price too high
495,2023-09-26,Basic,9.99,31,Credit Card,1,1,0,
496,2023-08-19,Premium,39.99,34,Mobile Money,6,9,0,
497,2024-01-12,Basic,9.99,29,Mobile Money,1,13,0,
498,2023-12-19,Basic,9.99,25,Bank Transfer,8,18,1,No longer needed
499,2023-04-06,Standard,19.99,1,Mobile Money,4,0,1,Found better alternative
500,2023-07-06,Basic,9.99,12,Mobile Money,3,28,0,
501,2023-11-02,Basic,9.99,31,Bank Transfer,10,28,0,
502,2024-04-05,Premium,39.99,13,PayPal,8,20,0,
503,2024-04-19,Premium,39.99,17,PayPal,4,5,0,
504,2024-03-16,Basic,9.99,1,PayPal,9,16,1,Found better alternative
505,2023-08-03,Premium,39.99,20,Bank Transfer,0,16,0,
506,2023-10-27,Basic,9.99,26,Mobile Money,8,23,0,
507,2023-01-23,Basic,9.99,15,PayPal,3,15,0,
508,2024-02-07,Basic,9.99,33,Bank Transfer,5,10,0,
509,2024-01-25,Standard,19.99,25,PayPal,5,30,0,
510,2024-02-29,Basic,9.99,4,Bank Transfer,5,1,1,Found better alternative
511,2024-02-21,Premium,39.99,16,Mobile Money,7,11,0,
512,2023-05-26,Basic,9.99,24,Credit Card,10,18,1,No longer needed
513,2023-08-20,Standard,19.99,31,PayPal,10,14,0,
514,2023-10-01,Premium,39.99,10,Bank Transfer,6,5,1,Price too high
515,2024-03-05,Basic,9.99,35,Mobile Money,4,9,1,Price too high
516,2023-08-27,Premium,39.99,31,Mobile Money,10,20,0,
517,2024-05-10,Standard,19.99,2,PayPal,8,27,0,
518,2024-01-07,Basic,9.99,9,PayPal,5,8,0,
519,2023-12-13,Basic,9.99,1,PayPal,10,16,1,Found better alternative
520,2024-02-17,Premium,39.99,20,PayPal,8,28,0,
521,2024-03-18,Basic,9.99,2,Credit Card,10,13,0,
522,2023-06-14,Basic,9.99,21,PayPal,4,5,1,No longer needed
523,2023-03-28,Standard,19.99,7,Bank Transfer,6,28,1,No longer needed
524,2023-09-13,Premium,39.99,6,PayPal,1,11,0,
525,2023-01-04,Basic,9.99,7,Bank Transfer,6,1,1,Poor service
526,2023-01-28,Basic,9.99,31,Credit Card,1,2,1,Price too high
527,2023-04-10,Standard,19.99,24,Bank Transfer,1,11,0,
528,2023-06-09,Premium,39.99,16,Bank Transfer,6,24,0,
529,2023-01-20,Basic,9.99,13,PayPal,2,2,1,Found better alternative
530,2023-09-27,Premium,39.99,26,PayPal,7,8,1,Price too high
531,2024-04-15,Standard,19.99,20,PayPal,0,30,0,
532,2023-12-27,Premium,39.99,4,Mobile Money,2,9,0,
533,2024-03-04,Premium,39.99,7,Credit Card,8,18,1,No longer needed
534,2023-01-10,Basic,9.99,6,Mobile Money,10,14,1,Poor service
535,2024-05-02,Standard,19.99,6,PayPal,7,22,1,Found better alternative
536,2023-12-24,Basic,9.99,4,PayPal,3,28,0,
537,2024-01-18,Premium,39.99,29,PayPal,1,0,0,
538,2023-11-29,Basic,9.99,8,PayPal,2,9,0,
539,2024-03-04,Standard,19.99,24,Bank Transfer,7,5,0,
540,2023-02-21,Standard,19.99,18,PayPal,2,18,1,No longer needed
541,2023-06-16,Basic,9.99,26,Bank Transfer,3,12,1,No longer needed
542,2023-03-11,Basic,9.99,1,Credit Card,2,4,1,Poor service
543,2024-03-23,Standard,19.99,6,PayPal,3,28,0,
544,2023-03-24,Basic,9.99,23,PayPal,3,30,0,
545,2023-08-27,Basic,9.99,23,PayPal,7,28,1,Found better alternative
546,2023-12-04,Standard,19.99,35,PayPal,3,9,0,
547,2023-12-09,Basic,9.99,16,Bank Transfer,4,21,0,
548,2023-07-19,Standard,19.99,11,Mobile Money,5,21,0,
549,2023-11-26,Standard,19.99,12,Mobile Money,10,7,0,
550,2023-08-08,Basic,9.99,14,Bank Transfer,2,13,0,
551,2023-11-30,Basic,9.99,8,Bank Transfer,4,3,0,
552,2023-11-18,Premium,39.99,9,Mobile Money,10,15,0,
553,2023-03-14,Basic,9.99,33,PayPal,4,5,0,
554,2023-08-11,Basic,9.99,31,Mobile Money,8,20,0,
555,2023-05-11,Premium,39.99,24,Bank Transfer,4,13,0,
556,2023-05-11,Premium,39.99,27,PayPal,4,11,0,
557,2024-04-27,Basic,9.99,6,Bank Transfer,6,14,0,
558,2023-01-22,Standard,19.99,14,Credit Card,2,30,0,
559,2023-01-05,Standard,19.99,24,Mobile Money,2,6,0,
560,2023-05-05,Basic,9.99,23,Credit Card,3,15,0,
561,2023-02-04,Premium,39.99,23,Credit Card,10,5,0,
562,2023-06-13,Standard,19.99,29,Bank Transfer,8,27,1,No longer needed
563,2023-02-19,Premium,39.99,34,Bank Transfer,9,10,0,
564,2023-03-18,Standard,19.99,13,Credit Card,7,28,0,
565,2023-05-18,Standard,19.99,35,Mobile Money,4,15,0,
566,2023-07-06,Premium,39.99,21,PayPal,2,26,0,
567,2023-04-16,Standard,19.99,25,Bank Transfer,2,7,0,
568,2023-11-11,Premium,39.99,19,Mobile Money,4,5,1,Found better alternative
569,2023-12-16,Basic,9.99,18,Credit Card,3,24,0,
570,2023-08-20,Basic,9.99,33,PayPal,3,0,0,
571,2024-05-02,Basic,9.99,15,Mobile Money,1,3,1,Price too high
572,2023-07-02,Premium,39.99,32,Bank Transfer,1,6,0,
573,2024-04-18,Standard,19.99,2,PayPal,0,9,1,No longer needed
574,2023-08-12,Standard,19.99,36,Credit Card,7,23,0,
575,2023-03-29,Standard,19.99,29,PayPal,5,5,0,
576,2024-03-25,Standard,19.99,17,Bank Transfer,3,16,0,
577,2024-02-08,Standard,19.99,26,PayPal,1,30,0,
578,2023-01-09,Standard,19.99,18,PayPal,5,15,0,
579,2024-01-13,Premium,39.99,13,PayPal,5,28,0,
580,2024-01-13,Basic,9.99,28,Bank Transfer,8,7,1,Poor service
581,2023-04-12,Basic,9.99,27,PayPal,10,21,0,
582,2023-06-19,Basic,9.99,9,Bank Transfer,2,8,0,
583,2023-12-04,Premium,39.99,16,Bank Transfer,4,21,0,
584,2023-10-19,Premium,39.99,13,Bank Transfer,5,14,0,
585,2023-08-10,Basic,9.99,18,Credit Card,6,12,0,
586,2023-04-19,Premium,39.99,21,PayPal,1,26,0,
587,2024-01-06,Premium,39.99,7,Bank Transfer,3,2,0,
588,2024-02-10,Standard,19.99,17,PayPal,7,30,1,No longer needed
589,2024-04-05,Premium,39.99,9,Mobile Money,2,1,0,
590,2023-04-27,Premium,39.99,19,PayPal,3,29,0,
591,2023-04-18,Basic,9.99,16,Bank Transfer,1,20,0,
592,2023-08-10,Standard,19.99,28,Credit Card,7,14,0,
593,2023-07-13,Premium,39.99,1,Bank Transfer,7,3,1,Poor service
594,2023-03-09,Basic,9.99,7,Bank Transfer,9,15,1,Poor service
595,2023-03-12,Premium,39.99,20,PayPal,2,5,1,Poor service
596,2024-02-08,Premium,39.99,8,Bank Transfer,5,5,0,
597,2023-06-16,Basic,9.99,8,Bank Transfer,4,24,0,
598,2023-01-10,Basic,9.99,9,Mobile Money,3,8,1,Found better alternative
599,2023-06-21,Basic,9.99,24,Bank Transfer,5,1,1,No longer needed
600,2023-05-13,Basic,9.99,8,PayPal,3,4,1,Price too high
601,2023-05-02,Basic,9.99,33,Bank Transfer,3,17,0,
602,2023-04-10,Premium,39.99,21,Credit Card,10,5,0,
603,2023-10-08,Premium,39.99,33,Mobile Money,4,17,0,
604,2023-08-19,Basic,9.99,24,Bank Transfer,8,9,0,
605,2023-07-26,Basic,9.99,27,Bank Transfer,6,24,0,
606,2024-02-24,Premium,39.99,4,Credit Card,4,5,0,
607,2023-05-29,Premium,39.99,19,Credit Card,2,10,1,Found better alternative
608,2023-07-04,Standard,19.99,15,Bank Transfer,8,5,1,Found better alternative
609,2023-12-10,Premium,39.99,2,PayPal,10,5,0,
610,2024-01-16,Standard,19.99,29,Mobile Money,10,5,0,
611,2024-04-26,Premium,39.99,11,PayPal,9,8,1,Poor service
612,2024-02-26,Basic,9.99,14,Bank Transfer,10,17,0,
613,2023-09-18,Standard,19.99,20,Credit Card,7,22,0,
614,2023-08-16,Basic,9.99,21,PayPal,0,30,0,
615,2023-08-16,Standard,19.99,36,PayPal,3,13,0,
616,2023-02-14,Standard,19.99,25,Mobile Money,2,29,0,
617,2023-04-02,Standard,19.99,19,Credit Card,4,19,0,
618,2023-03-31,Basic,9.99,9,Mobile Money,1,13,0,
619,2023-01-13,Basic,9.99,29,PayPal,5,21,0,
620,2024-02-27,Premium,39.99,9,PayPal,9,13,0,
621,2023-10-17,Standard,19.99,17,Mobile Money,4,25,1,Found better alternative
622,2023-01-03,Standard,19.99,23,Bank Transfer,8,6,0,
623,2024-03-20,Basic,9.99,17,Bank Transfer,1,13,0,
624,2023-06-28,Basic,9.99,21,Bank Transfer,8,12,0,
625,2023-09-30,Premium,39.99,14,Credit Card,5,29,0,
626,2024-05-02,Standard,19.99,13,Credit Card,7,9,0,
627,2024-05-03,Standard,19.99,28,Mobile Money,4,19,0,
628,2024-01-10,Standard,19.99,2,Bank Transfer,2,12,0,
629,2023-05-11,Basic,9.99,13,PayPal,4,27,0,
630,2024-05-08,Basic,9.99,28,Credit Card,7,11,0,
631,2024-01-10,Premium,39.99,5,PayPal,4,6,0,
632,2023-09-24,Premium,39.99,30,PayPal,0,29,0,
633,2023-03-22,Standard,19.99,17,Credit Card,9,26,1,Found better alternative
634,2023-01-02,Basic,9.99,2,Credit Card,1,8,0,
635,2024-04-29,Standard,19.99,24,Bank Transfer,3,25,0,
636,2024-01-06,Premium,39.99,32,PayPal,7,1,0,
637,2023-06-23,Premium,39.99,11,Credit Card,1,8,0,
638,2023-06-29,Premium,39.99,15,PayPal,1,25,0,
639,2023-06-10,Basic,9.99,29,Mobile Money,4,28,0,
640,2023-03-15,Standard,19.99,5,PayPal,5,28,0,
641,2024-01-26,Premium,39.99,18,Credit Card,10,9,1,Price too high
642,2023-04-20,Premium,39.99,27,Mobile Money,2,0,1,Poor service
643,2024-01-13,Premium,39.99,10,Bank Transfer,3,9,0,
644,2023-04-03,Basic,9.99,28,Bank Transfer,1,0,0,
645,2023-08-24,Basic,9.99,19,PayPal,3,29,0,
646,2023-12-12,Premium,39.99,34,Credit Card,1,29,0,
647,2023-06-23,Standard,19.99,17,Credit Card,1,13,0,
648,2023-07-26,Basic,9.99,11,Bank Transfer,1,19,1,Found better alternative
649,2023-03-16,Basic,9.99,9,PayPal,4,2,0,
650,2023-07-06,Premium,39.99,35,Credit Card,9,0,0,
651,2024-04-21,Standard,19.99,15,Bank Transfer,3,10,0,
652,2023-03-25,Premium,39.99,28,PayPal,7,30,0,
653,2024-01-06,Basic,9.99,6,Mobile Money,8,23,1,Found better alternative
654,2024-02-16,Standard,19.99,13,Bank Transfer,5,26,0,
655,2023-07-20,Basic,9.99,12,Credit Card,0,5,0,
656,2023-11-04,Basic,9.99,17,Credit Card,9,29,1,Price too high
657,2024-02-20,Premium,39.99,36,Bank Transfer,2,16,0,
658,2023-12-22,Basic,9.99,36,PayPal,5,1,1,No longer needed
659,2023-12-10,Premium,39.99,35,Credit Card,8,20,0,
660,2023-12-28,Premium,39.99,24,Mobile Money,4,17,0,
661,2024-04-26,Standard,19.99,9,Mobile Money,5,24,0,
662,2023-09-10,Premium,39.99,17,Bank Transfer,3,17,0,
663,2023-04-19,Standard,19.99,34,PayPal,2,21,0,
664,2024-01-17,Standard,19.99,24,PayPal,0,24,0,
665,2023-10-01,Basic,9.99,16,PayPal,8,14,1,Poor service
666,2024-04-08,Premium,39.99,35,Bank Transfer,7,13,0,
667,2023-09-29,Standard,19.99,18,Bank Transfer,5,30,0,
668,2023-12-19,Premium,39.99,20,PayPal,2,15,0,
669,2023-08-29,Basic,9.99,12,Credit Card,3,12,1,No longer needed
670,2023-06-29,Standard,19.99,11,Credit Card,5,3,0,
671,2023-04-24,Basic,9.99,15,Mobile Money,1,9,1,Poor service
672,2023-05-28,Basic,9.99,26,PayPal,10,11,1,Price too high
673,2023-11-02,Standard,19.99,20,Credit Card,8,21,0,
674,2023-06-11,Basic,9.99,24,Mobile Money,2,8,0,
675,2023-02-20,Basic,9.99,23,Credit Card,10,23,0,
676,2023-09-28,Basic,9.99,32,Bank Transfer,6,13,0,
677,2024-03-01,Basic,9.99,26,Credit Card,3,14,0,
678,2023-02-21,Standard,19.99,21,PayPal,5,28,0,
679,2023-09-02,Basic,9.99,24,Mobile Money,1,10,0,
680,2024-04-15,Premium,39.99,36,PayPal,4,0,0,
681,2023-08-07,Basic,9.99,27,Bank Transfer,5,13,1,No longer needed
682,2023-06-30,Standard,19.99,9,PayPal,7,11,0,
683,2024-05-08,Premium,39.99,30,PayPal,5,0,0,
684,2024-01-26,Basic,9.99,21,Bank Transfer,8,18,0,
685,2024-04-12,Basic,9.99,20,Mobile Money,8,29,0,
686,2023-02-21,Premium,39.99,29,Bank Transfer,10,19,0,
687,2023-08-24,Basic,9.99,34,Credit Card,4,11,0,
688,2023-02-11,Standard,19.99,23,Credit Card,5,8,0,
689,2023-09-04,Standard,19.99,33,Bank Transfer,3,19,1,Price too high
690,2023-11-27,Basic,9.99,18,Bank Transfer,3,2,0,
691,2024-03-19,Premium,39.99,31,Mobile Money,2,4,0,
692,2023-10-16,Basic,9.99,30,Bank Transfer,3,16,0,
693,2024-04-15,Standard,19.99,4,PayPal,5,8,1,Found better alternative
694,2023-07-02,Premium,39.99,23,Credit Card,4,11,0,
695,2023-03-18,Standard,19.99,4,Bank Transfer,10,20,0,
696,2023-11-26,Basic,9.99,5,Bank Transfer,1,21,0,
697,2023-03-30,Premium,39.99,24,Mobile Money,7,15,0,
698,2023-05-13,Basic,9.99,31,Bank Transfer,8,21,0,
699,2023-10-14,Standard,19.99,6,Mobile Money,9,25,1,Price too high
700,2023-01-21,Basic,9.99,27,Credit Card,2,9,0,
701,2023-02-06,Premium,39.99,16,Credit Card,10,5,0,
702,2023-06-26,Standard,19.99,19,Mobile Money,10,27,1,Found better alternative
703,2023-07-25,Premium,39.99,22,Credit Card,10,14,1,Poor service
704,2023-07-12,Premium,39.99,36,Credit Card,3,29,0,
705,2023-06-09,Standard,19.99,17,Credit Card,9,2,0,
706,2023-05-30,Premium,39.99,4,Credit Card,2,21,0,
707,2023-09-11,Standard,19.99,17,Bank Transfer,3,27,0,
708,2024-05-04,Premium,39.99,33,Credit Card,6,20,0,
709,2024-05-15,Standard,19.99,28,Mobile Money,3,6,0,
710,2024-03-24,Basic,9.99,21,Credit Card,8,24,1,Found better alternative
711,2023-03-16,Premium,39.99,3,Mobile Money,4,29,1,Found better alternative
712,2024-02-09,Standard,19.99,27,Credit Card,2,15,0,
713,2023-11-21,Premium,39.99,34,Credit Card,5,28,0,
714,2023-06-17,Standard,19.99,1,PayPal,10,2,1,No longer needed
715,2024-02-15,Premium,39.99,24,Credit Card,8,19,0,
716,2023-01-28,Premium,39.99,24,PayPal,1,7,0,
717,2024-04-19,Basic,9.99,14,PayPal,6,16,0,
718,2023-11-08,Premium,39.99,8,Bank Transfer,7,22,0,
719,2024-04-01,Basic,9.99,27,Mobile Money,2,22,1,Found better alternative
720,2024-02-19,Premium,39.99,14,PayPal,5,25,0,
721,2023-07-19,Basic,9.99,5,Credit Card,3,28,0,
722,2023-05-11,Premium,39.99,26,PayPal,1,10,0,
723,2023-06-29,Basic,9.99,2,Mobile Money,6,8,1,Found better alternative
724,2024-04-23,Basic,9.99,33,PayPal,3,19,1,Poor service
725,2024-01-09,Basic,9.99,11,Credit Card,2,19,0,
726,2023-09-30,Standard,19.99,24,Mobile Money,9,9,1,No longer needed
727,2023-08-28,Premium,39.99,19,PayPal,7,20,0,
728,2023-05-26,Premium,39.99,16,Bank Transfer,7,3,1,Found better alternative
729,2023-06-19,Standard,19.99,16,Bank Transfer,1,0,1,Poor service
730,2023-02-26,Premium,39.99,18,PayPal,3,7,0,
731,2023-06-30,Premium,39.99,12,PayPal,6,26,1,Found better alternative
732,2023-01-11,Premium,39.99,25,Bank Transfer,0,11,0,
733,2023-12-23,Premium,39.99,6,Mobile Money,0,26,0,
734,2024-04-14,Basic,9.99,33,Bank Transfer,2,0,1,Poor service
735,2023-06-01,Standard,19.99,15,Mobile Money,3,15,0,
736,2024-01-24,Premium,39.99,36,Credit Card,1,0,1,Price too high
737,2023-09-01,Premium,39.99,34,Bank Transfer,1,8,0,
738,2023-06-05,Premium,39.99,30,Bank Transfer,3,28,0,
739,2023-01-11,Premium,39.99,5,Bank Transfer,1,20,0,
740,2024-03-12,Standard,19.99,11,Mobile Money,3,22,0,
741,2023-02-02,Basic,9.99,24,Bank Transfer,5,12,0,
742,2023-02-13,Basic,9.99,27,PayPal,4,10,0,
743,2023-09-08,Premium,39.99,12,Mobile Money,2,10,0,
744,2023-08-20,Basic,9.99,34,PayPal,3,28,0,
745,2024-04-05,Standard,19.99,15,Mobile Money,2,16,0,
746,2023-12-09,Basic,9.99,35,Bank Transfer,10,20,1,Price too high
747,2023-06-26,Standard,19.99,16,Bank Transfer,9,18,1,Found better alternative
748,2023-03-06,Basic,9.99,32,PayPal,6,9,1,Found better alternative
749,2023-04-30,Premium,39.99,34,Credit Card,4,3,1,Found better alternative
750,2023-03-06,Standard,19.99,9,Credit Card,4,16,0,
751,2023-02-25,Standard,19.99,26,Credit Card,9,21,0,
752,2023-04-07,Basic,9.99,25,PayPal,6,23,0,
753,2023-10-19,Premium,39.99,25,Credit Card,4,6,0,
754,2023-03-01,Premium,39.99,2,Bank Transfer,5,19,0,
755,2023-12-14,Premium,39.99,24,Credit Card,7,11,0,
756,2024-04-03,Premium,39.99,2,Credit Card,9,17,0,
757,2024-04-23,Basic,9.99,22,Bank Transfer,10,26,0,
758,2023-10-02,Premium,39.99,30,PayPal,7,1,0,
759,2023-01-12,Basic,9.99,5,PayPal,4,18,0,
760,2023-05-29,Premium,39.99,21,Credit Card,5,6,0,
761,2024-01-27,Premium,39.99,36,Mobile Money,4,27,0,
762,2023-07-09,Premium,39.99,18,Mobile Money,2,29,0,
763,2023-08-16,Premium,39.99,11,PayPal,5,27,1,No longer needed
764,2023-02-17,Basic,9.99,10,Mobile Money,4,28,0,
765,2023-01-14,Premium,39.99,25,PayPal,2,4,0,
766,2023-08-20,Basic,9.99,26,Bank Transfer,8,9,1,Poor service
767,2023-05-05,Standard,19.99,14,Bank Transfer,3,21,0,
768,2023-02-11,Standard,19.99,23,PayPal,1,1,0,
769,2023-07-18,Basic,9.99,18,Bank Transfer,7,7,1,Price too high
770,2023-01-25,Standard,19.99,32,Bank Transfer,4,30,0,
771,2024-01-02,Standard,19.99,16,Bank Transfer,3,4,0,
772,2024-04-18,Premium,39.99,7,Bank Transfer,6,14,0,
773,2023-04-27,Basic,9.99,24,Bank Transfer,9,7,1,Price too high
774,2023-07-06,Standard,19.99,24,PayPal,6,28,0,
775,2024-01-30,Basic,9.99,22,Bank Transfer,8,20,1,Price too high
776,2023-03-21,Premium,39.99,26,PayPal,9,16,0,
777,2023-11-10,Premium,39.99,32,Mobile Money,5,28,0,
778,2023-11-23,Standard,19.99,1,Bank Transfer,7,11,0,
779,2023-12-01,Premium,39.99,22,PayPal,10,16,0,
780,2024-02-17,Premium,39.99,26,PayPal,3,7,0,
781,2023-01-11,Basic,9.99,18,Mobile Money,8,21,0,
782,2024-04-12,Premium,39.99,14,Bank Transfer,5,23,0,
783,2023-06-26,Premium,39.99,9,Credit Card,6,7,1,No longer needed
784,2023-11-04,Premium,39.99,30,PayPal,2,27,0,
785,2024-03-31,Premium,39.99,2,Bank Transfer,2,23,0,
786,2024-03-16,Standard,19.99,7,Credit Card,0,28,1,No longer needed
787,2023-11-12,Basic,9.99,26,PayPal,2,8,0,
788,2023-06-14,Basic,9.99,4,Credit Card,5,2,1,No longer needed
789,2023-06-25,Standard,19.99,32,PayPal,7,11,0,
790,2024-03-24,Premium,39.99,6,Bank Transfer,10,14,1,No longer needed
791,2023-03-15,Standard,19.99,14,PayPal,6,0,0,
792,2024-01-03,Premium,39.99,19,Mobile Money,5,3,1,Price too high
793,2023-06-26,Premium,39.99,10,PayPal,0,0,1,Poor service
794,2023-04-08,Premium,39.99,28,Mobile Money,6,11,1,No longer needed
795,2024-01-15,Premium,39.99,32,Mobile Money,7,16,1,Poor service
796,2023-11-30,Basic,9.99,25,Credit Card,5,30,1,No longer needed
797,2023-04-24,Premium,39.99,21,Credit Card,1,18,0,
798,2023-03-09,Standard,19.99,6,PayPal,0,26,0,
799,2024-04-12,Premium,39.99,18,Credit Card,4,21,0,
800,2023-03-21,Standard,19.99,18,Bank Transfer,9,26,0,
801,2023-09-06,Standard,19.99,30,Credit Card,4,2,0,
802,2024-01-09,Standard,19.99,34,Credit Card,7,8,1,Found better alternative
803,2023-05-12,Standard,19.99,22,Bank Transfer,7,14,0,
804,2024-05-15,Standard,19.99,15,Credit Card,7,30,0,
805,2023-02-05,Basic,9.99,18,PayPal,3,27,0,
806,2023-04-29,Premium,39.99,21,PayPal,6,14,0,
807,2023-07-05,Premium,39.99,27,PayPal,8,5,0,
808,2024-05-09,Premium,39.99,18,Bank Transfer,4,1,0,
809,2024-01-04,Premium,39.99,18,Credit Card,6,7,1,No longer needed
810,2023-01-24,Premium,39.99,33,Mobile Money,2,7,0,
811,2023-12-10,Premium,39.99,36,PayPal,9,15,0,
812,2023-11-01,Standard,19.99,18,Credit Card,5,4,0,
813,2023-11-14,Standard,19.99,25,Bank Transfer,4,2,1,Price too high
814,2023-04-17,Premium,39.99,31,Bank Transfer,4,19,0,
815,2023-09-19,Standard,19.99,18,Bank Transfer,5,21,1,No longer needed
816,2023-04-30,Standard,19.99,34,Mobile Money,3,28,0,
817,2023-06-12,Basic,9.99,2,PayPal,4,20,0,
818,2023-04-03,Basic,9.99,11,PayPal,10,17,0,
819,2023-04-30,Basic,9.99,31,PayPal,1,23,0,
820,2024-01-10,Premium,39.99,29,Credit Card,10,27,1,No longer needed
821,2024-04-27,Basic,9.99,6,Credit Card,7,9,1,Price too high
822,2024-02-01,Basic,9.99,36,PayPal,6,24,1,Poor service
